"step";"bible_ref";"bible_ref_positive_negative";"bible_ref_origin";"bible_ref_author";"bible_ref_type";"category";"title_nl";"title_ot_nl";"title_ot_en";"title_ot_code";"title_en";"title_negative_en";"devotional_en";"devotional_nl";"devotional_source";"questions";"quote";"quote_source"
20;"1 Kon 9:1-9";"both";;"HEERE";"study";"Discipleship Commands";;;;;;;;;;;;
20;"1 Kon 11:11";"negative";;"HEERE";"example";"Discipleship Commands";;;;;;;;;;;;
20;"Ps 19:8-9";"positive";;"David";"example";"Discipleship Commands";;;;;;;;;;;;
20;"1 Kon 18:17-18";"negative";;"Elijah";"example";"Discipleship Commands";;;;;;;;;;;;
20;"Mal 4:4";"positive";;"HEERE";"indirect";"Discipleship Commands";;;;;;;;;;;;
20;"2 Kon 21:8";"both";;"HEERE";"direct";"Discipleship Commands";;;;;;;;;;;;
20;"2 Joh 1:6";"positive";;"John";"direct";"Discipleship Commands";;;;;;;;;;;;
20;"Gal 6:2";"positive";;"Paul";"indirect";"Discipleship Commands";;;;;;;;;;;;
20;"2 Kro 12:1";"negative";;"Rehoboam";"indirect";"Discipleship Commands";;;;;;;;;;;;
20;"2 Kro 14:2-4";"positive";;"Asa";"example";"Discipleship Commands";;;;;;;;;;;;
20;"2 Kro 17:9-10";"positive";;"Undetermined";"example";"Discipleship Commands";;;;;;;;;;;;
20;"Deut 31:19";"positive";"CCA15";"HEERE";"indirect";"Discipleship Commands";;;;;;;;;;;;
20;"Ps 78:1-11";"both";;"Asaph";"study";"Discipleship Commands";;;;;;;;;;;;
20;"Ps 112:1";"positive";;"Unknown";"direct";"Discipleship Commands";;;;;;;;;;;;
21;"Mat 5:21-26";"both";;"Jesus";"primary";"Relationship Commands";"Wordt niet ten onrechte boos op je broeder, en als je dat wel doet verzoen je dan zo snel mogelijk";;;;"Don’t be angry at your brother without a cause. If you will be, reconcile as quickly as possible";"Let not the sun go down upon your wrath";;;;;"A gentle answer turns away wrath, but a harsh word stirs up anger";"King Solomon"
21;"Ef 4:26-32";"negative";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
21;"Ps 4:5";"positive";;"David";"direct";"Relationship Commands";;;;;;;;;;;;
21;"Spr 15:1";"both";;"Solomon";"direct";"Relationship Commands";;;;;;;;;;;;
21;"Spr 16:32";"positive";;"Solomon";"direct";"Relationship Commands";;;;;;;;;;;;
21;"Spr 14:29";"both";;"Solomon";"direct";"Relationship Commands";;;;;;;;;;;;
21;"1 Sam 24:13-14";"positive";;"David";"example";"Relationship Commands";;;;;;;;;;;;
21;"Jak 5:7-8";"positive";;"James";"direct";"Relationship Commands";;;;;;;;;;;;
21;"2 Kro 11:1-4";"positive";;"Rehoboam";"example";"Relationship Commands";;;;;;;;;;;;
21;"Luk 12:58";"both";;"Jesus";"indirect";"Relationship Commands";;;;;;;;;;;;
21;"Spr 25:8";"negative";;"Solomon";"indirect";"Relationship Commands";;;;;;;;;;;;
21;"Spr 18:17";"positive";;"Solomon";"example";"Relationship Commands";;;;;;;;;;;;
21;"Rom 12:18";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
22;"Mat 18:8-9";"both";;"Jesus";"primary";"Thinking Commands";"Voorkom elke oorzaak van verleiding";"Herinner je altijd wat Amalek gedaan heeft ";"Always to remember what Amalek did";"CCA76";"Eliminate any cause of temptation";;;;;;"This book will keep you from sin, or sin will keep you from this book";"John Bunyan"
22;"Mat 5:27-30";"both";;"Jesus";"direct";"Thinking Commands";;"Vernietig het zaad, de nakomelingen, van Amalek ";"To destroy the seed of Amalek";"CCA77";;;;;;;;
22;"Deut 13:6-10";"both";;"Moses";"indirect";"Thinking Commands";;;;;;;;;;;;
22;"Mar 9:43-48";"both";;"Jesus";"duplicate";"Thinking Commands";;;;;;;;;;;;
22;"Rom 13:14";"both";;"Paul";"direct";"Thinking Commands";;;;;;;;;;;;
22;"1 Thes 5:22";"positive";;"Paul";"direct";"Thinking Commands";;;;;;;;;;;;
22;"1 Pet 2:12";"positive";;"Peter";"direct";"Thinking Commands";;;;;;;;;;;;
22;"Deut 25:17-19";"positive";"CCA76 & CCA77";"Moses";"indirect";"Thinking Commands";;;;;;;;;;;;
22;"2 Kro 17:3-6";"positive";;"Jehoshaphat";"example";"Thinking Commands";;;;;;;;;;;;
22;"Job 1:1";"positive";;"Job";"example";"Thinking Commands";;;;;;;;;;;;
22;"Job 28:28";"positive";;"Job";"direct";"Thinking Commands";;;;;;;;;;;;
22;"Ps 141:3-4";"positive";;"David";"example";"Thinking Commands";;;;;;;;;;;;
22;"2 Kro 15:8";"positive";;"Asa";"example";"Thinking Commands";;;;;;;;;;;;
23;"Mat 5:27-32";"both";;"Jesus";"primary";"Marriage Commands";"Houdt het huwelijk in ere";"Handel bij het annuleren van een gelofte volgens de regels die in de Thora zijn uiteengezet ";"To decide in cases of annulment of vows, according to the rules set forth in the Torah";"CCA40";"Honor marriage";"Do not look lustfully to a woman";"In the current culture almost half of the marrriages end up in a divorce. We always need to follow God’s principles in marriage to resolve conflicts and stay bonded together. By being loyal to each other, and faithful to God’s principles, you will have a strong marriage what cannot be broken.";"In de huidige cultuur belandt bijna de helft van de huwelijken in een scheiding. We moeten altijd Gods principes in het huwelijk volgen om conflicten op te lossen en verbonden te blijven. Door loyaal aan elkaar te zijn en trouw aan Gods principes, zul je een sterk huwelijk hebben dat niet kan worden gebroken.";;;;
23;"Mal 2:14-16";"both";;"Malachi";"indirect";"Marriage Commands";;;;;;;;;;;;
23;"1 Kor 7:2";"positive";;"Paul";"indirect";"Marriage Commands";;;;;;;;;;;;
23;"1 Kor 7:10";"negative";;"Paul";"indirect";"Marriage Commands";;;;;;;;;;;;
23;"1 Kor 7:39";"positive";;"Paul";"indirect";"Marriage Commands";;;;;;;;;;;;
23;"1 Pet 4:1-2";"both";;"Peter";"direct";"Marriage Commands";;;;;;;;;;;;
23;"Luk 16:18";"negative";;"Paul";"indirect";"Marriage Commands";;;;;;;;;;;;
23;"Luk 18:1-20";"both";;"Jesus";"duplicate";"Marriage Commands";;;;;;;;;;;;
23;"Spr 30:20";"negative";;"Solomon";"example";"Marriage Commands";;;;;;;;;;;;
23;"Heb 13:4";"both";;"Paul?";"direct";"Marriage Commands";;;;;;;;;;;;
23;"Mat 19:6";"negative";;"Jesus";"indirect";"Marriage Commands";;;;;;;;;;;;
23;"Mat 19:9";"negative";;"Jesus";"indirect";"Marriage Commands";;;;;;;;;;;;
23;"Mar 10:9";"negative";;"Jesus";"duplicate";"Marriage Commands";;;;;;;;;;;;
23;"Mar 10:19";"negative";;"Jesus";"duplicate";"Marriage Commands";;;;;;;;;;;;
23;"Num 30:2-17";"positive";"CCA40";"Moses";"study";"Marriage Commands";;;;;;;;;;;;
23;"Job 31:1";"positive";;"Job";"example";"Marriage Commands";;;;;;;;;;;;
24;"Mat 5:33-37";"both";;"Jesus";"primary";"Holiness Commands";"Doe wat je zegt";"Een man moet doen wat hij gezegd heeft ";"That a man should fulfill whatever he has uttered";"CCA39";"Keep your word";"Don’t act different from what you speak";;;;"Does your speaking suit your behavior?";"What you think influences what you speak and what you speak influences what you do";"Maarten Bruynes"
24;"Jak 5:12";"both";;"James";"direct";"Holiness Commands";;"Breng gestolen goederen terug naar de eigenaar ";"To restore that which one took by robbery";"CCA68";;;;;;"Is there a difference between your confession and your doing?";;
24;"1 Joh 3:18";"both";;"John";"indirect";"Holiness Commands";;"Breng verloren goederen terug naar de eigenaar ";"To return lost property";"CCA69";;;;;;;;
24;"Lev 19:12";"negative";;"HEERE";"indirect";"Holiness Commands";;"Betaal het salaris van de werknemer uit op de juiste tijd ";"To pay wages to the hired man at the due time";"CCA66";;;;;;;;
24;"2 Kor 1:15-22";"positive";;"Paul";"study";"Holiness Commands";;"Wanneer je een nest leeghaalt, moet je de moedervogel laten gaan ";"To set the mother-bird free when taking the nest";"CCA74";;;;;;;;
24;"Spr 21:3";"positive";;"Solomon";"example";"Holiness Commands";;"Belijdt tegenover de Eeuwige iedere zonde die je gepleegd hebt, op het moment dat je een offer brengt en op andere momenten";"To make confession before the L-rd of any sin that one has committed, when bringing a sacrifice and at other times";"CCA33";;;;;;;;
24;"Mar 10:19";"negative";;"Jesus";"indirect";"Holiness Commands";;;;;;;;;;;;
24;"Mat 10:16-17";"positive";;"Jesus";"direct";"Holiness Commands";;;;;;;;;;;;
24;"Luk 18:20";"negative";;"Jesus";"duplicate";"Holiness Commands";;;;;;;;;;;;
24;"Ps 119:1";"positive";;"David";"direct";"Holiness Commands";;;;;;;;;;;;
24;"Joz 24:24-27";"positive";;"People of Israel";"example";"Holiness Commands";;;;;;;;;;;;
24;"Deut 23:24";"positive";"CCA39";"Moses";"indirect";"Holiness Commands";;;;;;;;;;;;
24;"Deut 23:21";"positive";"Mitzvah (58)";"Moses";"direct";"Holiness Commands";;;;;;;;;;;;
24;"2 Kro 19:6-9";"positive";;"Jehoshaphat";"example";"Holiness Commands";;;;;;;;;;;;
24;"2 Kro 34:31";"positive";;"Josiah ";"example";"Holiness Commands";;;;;;;;;;;;
24;"Han 24:15-16";"positive";;"Paul";"example";"Holiness Commands";;;;;;;;;;;;
24;"Lev 5:23";"positive";"CCA68";"Moses";"indirect";"Holiness Commands";;;;;;;;;;;;
24;"Deut 18:13";"positive";;"Moses";"direct";"Holiness Commands";;;;;;;;;;;;
24;"Deut 22:1";"positive";"CCA69";"Moses";"indirect";"Holiness Commands";;;;;;;;;;;;
24;"Ps 11:7";"positive";;"David";"indirect";"Holiness Commands";;;;;;;;;;;;
24;"Deut 24:15";"positive";"CCA66";"Moses";"indirect";"Holiness Commands";;;;;;;;;;;;
24;"Deut 22:6-7";"positive";"CCA74";"Moses";"indirect";"Holiness Commands";;;;;;;;;;;;
24;"Num 5:6-7";"positive";"CCA33";"HEERE";"indirect";"Holiness Commands";;;;;;;;;;;;
24;"Ps 76:12";"positive";;"Asaph";"indirect";"Holiness Commands";;;;;;;;;;;;
25;"Mat 5:38-39";"both";;"Jesus";"primary";"Persecution Commands";"Wie u op de rechterwang slaat, keer hem ook de andere toe";;;;"Whosoever shall smite thee on thy right cheek, turn to him the other also";"Do not resist evil";;;;;;
25;"Lev 24:19-20";"both";;"HEERE";"indirect";"Persecution Commands";;;;;;;;;;;;
25;"Ex 21:24";"both";;"HEERE";"duplicate";"Persecution Commands";;;;;;;;;;;;
25;"Spr 20:22";"positive";;"Solomon";"indirect";"Persecution Commands";;;;;;;;;;;;
25;"Rom 12:17-21";"both";;"Paul";"direct";"Persecution Commands";;;;;;;;;;;;
25;"Rom 13:3-4";"both";;"Paul";"example";"Persecution Commands";;;;;;;;;;;;
25;"1 Pet 2:12-15";"positive";;"Peter";"direct";"Persecution Commands";;;;;;;;;;;;
25;"1 Pet 3:9";"both";;"Peter";"direct";"Persecution Commands";;;;;;;;;;;;
25;"1 Thes 5:15";"both";;"Paul";"direct";"Persecution Commands";;;;;;;;;;;;
25;"Ps 34:15";"both";;"David";"indirect";"Persecution Commands";;;;;;;;;;;;
25;"1 Sam 24:18-20";"positive";;"Saul";"example";"Persecution Commands";;;;;;;;;;;;
25;"Spr 25:21-22";"positive";;"Solomon";"direct";"Persecution Commands";;;;;;;;;;;;
25;"2 Kro 19:11";"positive";;"Jehoshaphat";"example";"Persecution Commands";;;;;;;;;;;;
26;"Mat 5:40-42";"both";;"Jesus";"primary";"Finance Commands";"Deel wat je hebt met hen die het nodig hebben";"Geef liefdadigheids gaven (tsedeka) naar je vermogen ";"To give charity according to one's means";"CCA38";"Share goods with the needy";"If anyone takes what belongs to you, do not demand it back";;;;"When was the last time you were generous?";"For it is in giving that we receive";"Francis of Assisi"
26;"Mat 25:35-36";"positive";;"Jesus";"direct";"Finance Commands";;"Leen aan arme mensen ";"To lend to a poor person";"CCA62";;;;;;;;
26;"Luk 3:11";"positive";;"Jesus";"direct";"Finance Commands";;"Geef de priester de verschuldigde delen van de karkassen van het geslachte vee ";"To give the kohein the due portions of the carcass of cattle";"CCA51";;;;;;;;
26;"Luk 6:30";"both";;"Jesus";"indirect";"Finance Commands";;"Geef het eerste van de vacht aan de priester ";"To give the first of the fleece to the kohein";"CCA52";;;;;;;;
26;"Luk 6:34-35";"both";;"Jesus";"indirect";"Finance Commands";;"Geef het verpande voorwerp weer aan de eigenaar terug ";"To return a pledge to its owner";"CCA63";;;;;;;;
26;"Luk 14:12-14";"both";;"Jesus";"indirect";"Finance Commands";;"Scheld in het 7e jaar de schuld kwijt aan mensen waaraan jij geleend hebt ";"To release debts in the seventh year";"CCA64";;;;;;;;
26;"Rom 12:17-20";"both";;"Paul";"example";"Finance Commands";;"Beslis over zaken m.b.t. erfenissen/erfgoed ";"To adjudicate cases of inheritances";"CCA73";;;;;;;;
26;"Jes 58:7-11";"positive";;"Isaiah";"direct";"Finance Commands";;;;;;;;;;;;
26;"Joh 6:51";"positive";;"Jesus";"example";"Finance Commands";;;;;;;;;;;;
26;"Jak 2:15-16";"negative";;"James";"direct";"Finance Commands";;;;;;;;;;;;
26;"Neh 8:11";"positive";;"Nehemiah";"example";"Finance Commands";;;;;;;;;;;;
26;"Spr 3:28";"negative";;"Solomon";"direct";"Finance Commands";;;;;;;;;;;;
26;"Spr 18:16";"positive";;"Solomon";"direct";"Finance Commands";;;;;;;;;;;;
26;"Spr 19:17";"positive";;"Solomon";"direct";"Finance Commands";;;;;;;;;;;;
26;"Spr 14:31";"positive";;"Solomon";"direct";"Finance Commands";;;;;;;;;;;;
26;"1 Sam 30:22-24";"both";;"David";"example";"Finance Commands";;;;;;;;;;;;
26;"Han 10:1-2";"positive";;"Cornelius";"example";"Finance Commands";;;;;;;;;;;;
26;"Han 9:36";"positive";;"Tabitha";"indirect";"Finance Commands";;;;;;;;;;;;
26;"Jak 1:27";"positive";;"James";"direct";"Finance Commands";;;;;;;;;;;;
26;"Ex 22:24";"negative";"CCA62";"Moses";"study";"Finance Commands";;;;;;;;;;;;
26;"Deut 15:2";"positive";"CCA64";"Moses";"indirect";"Finance Commands";;;;;;;;;;;;
26;"Deut 15:8-11";"positive";"CCA38";"Moses";"study";"Finance Commands";;;;;;;;;;;;
26;"Deut 18:3-4";"positive";"CCA51 & CCA52";"Moses";"example";"Finance Commands";;;;;;;;;;;;
26;"1 Kro 29:1-21";"positive";;"David";"study";"Finance Commands";;;;;;;;;;;;
26;"Han 20:35";"positive";;"Paul";"direct";"Finance Commands";;;;;;;;;;;;
26;"Deut 24:10-13";"positive";"CCA63";"Moses";"study";"Finance Commands";;;;;;;;;;;;
26;"Num 27:8-11";"positive";"CCA73";"HEERE";"study";"Finance Commands";;;;;;;;;;;;
26;"Job 31:16-20";"positive";;"Job";"example";"Finance Commands";;;;;;;;;;;;
26;"Ps 41:2";"positive";;"David";"direct";"Finance Commands";;;;;;;;;;;;
26;"Ps 146:5-7";"positive";;"Unknown";"example";"Finance Commands";;;;;;;;;;;;
27;"Mat 5:44-47";"positive";;"Jesus";"primary";"Discipleship Commands";"Heb uw vijanden lief; zegen hen die u vervloeken; doe goed aan hen die u haten; en bid voor hen die u beledigen en u vervolgen";"Heb alle mensen van het Verbond (van G-d met Israël) lief ";"To love all human beings who are of the covenant";"CCA60";"Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you";"Do not say, I’ll do to them as they have done to me";;;;"Do you really want to be a follower of Jesus?";"Lord, make me an instrument of thy peace. Where there is hatred, let me sow love";"Francis of Assisi"
27;"Mat 5:43";"negative";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
27;"Luk 6:27-35";"both";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;"Enemies are the people who God puts on your way which are hard for you to love. Who are enemies for you? ";;
27;"Spr 24:29";"negative";;"Solomon";"indirect";"Discipleship Commands";;;;;;;;;;;;
27;"Lev 19:18";"both";"CCA60";"HEERE";"direct";"Discipleship Commands";;;;;;;;;;;;
27;"Rom 12:14";"both";;"Paul";"direct";"Discipleship Commands";;;;;;;;;;;;
27;"Rom 12:20";"positive";;"Paul";"duplicate";"Discipleship Commands";;;;;;;;;;;;
27;"Mar 10:19";"negative";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
27;"Luk 18:20";"negative";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
27;"Ef 5:1-2";"positive";;"Paul";"indirect";"Discipleship Commands";;;;;;;;;;;;
27;"Spr 25:21-22";"positive";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
27;"2 Kro 19:2";"negative";;"Jehoshaphat";"example";"Discipleship Commands";;;;;;;;;;;;
27;"Ps 139:1-24";"both";;"David";"study";"Discipleship Commands";;;;;;;;;;;;
27;"Ps 141:5-6";"positive";;"David";"example";"Discipleship Commands";;;;;;;;;;;;
28;"Mat 5:48";"positive";;"Jesus";"primary";"Holiness Commands";"Weest u dan volmaakt, zoals uw Vader, Die in de hemelen is, volmaakt is";;;;"Be ye therefore perfect, even as your Father which is in heaven is perfect";;;;;"Do you have the idea that you are what God intended you to be?";"Vision without action is merely a dream. Action without vision just passes the time. Vision with action can change the world.";"Joel A. Barker"
28;"Jak 1:4";"positive";;"James";"direct";"Holiness Commands";;;;;;;;;;"What would stop you from becoming the way you were meant to be?";;
28;"Rom 12:2";"positive";;"Paul";"direct";"Holiness Commands";;;;;;;;;;"What would happen if you were as God intended?";;
28;"Mat 10:25";"positive";;"Jesus";"example";"Holiness Commands";;;;;;;;;;;;
28;"Mat 19:21";"positive";;"Jesus";"direct";"Holiness Commands";;;;;;;;;;;;
28;"Kol 4:12";"positive";;"Epaphras";"example";"Holiness Commands";;;;;;;;;;;;
28;"2 Sam 22:23";"positive";;"David";"example";"Holiness Commands";;;;;;;;;;;;
28;"1 Joh 2:4-5";"positive";;"John";"direct";"Holiness Commands";;;;;;;;;;;;
28;"Gen 17:1";"positive";;"HEERE";"direct";"Holiness Commands";;;;;;;;;;;;
28;"1 Kro 29:19";"positive";;"David";"indirect";"Holiness Commands";;;;;;;;;;;;
28;"2 Kro 16:9";"positive";;"HEERE";"direct";"Holiness Commands";;;;;;;;;;;;
28;"2 Tim 3:16-17";"positive";;"Paul";"direct";"Holiness Commands";;;;;;;;;;;;
28;"Job 2:3";"positive";;"Job";"example";"Holiness Commands";;;;;;;;;;;;
28;"Ef 4:12-13";"positive";;"Paul";"direct";"Holiness Commands";;;;;;;;;;;;
29;"Mat 6:1-4";"both";;"Jesus";"primary";"Finance Commands";"Wees vrijgevig (en vast en bid) in het verborgene";;;;"Be generous (and fasten and pray) in secret";;;;;;;
29;"Mat 10:42";"both";;"Jesus";"direct";"Finance Commands";;;;;;;;;;;;
29;"Mar 9:41";"positive";;"Jesus";"duplicate";"Finance Commands";;;;;;;;;;;;
29;"Heb 6:10";"positive";;"Paul?";"direct";"Finance Commands";;;;;;;;;;;;
29;"Spr 14:31";"both";;"Solomon";"direct";"Finance Commands";;;;;;;;;;;;
29;"Mar 12:41-44";"positive";;"Jesus";"indirect";"Finance Commands";;;;;;;;;;;;
29;"2 Kor 9:11";"positive";;"Paul";"direct";"Finance Commands";;;;;;;;;;;;
29;"Luk 21:1-4";"positive";;"Jesus";"duplicate";"Finance Commands";;;;;;;;;;;;
30;"Mat 6:9";"positive";;"Jesus";"primary";"Prayer Commands";"Bid in geloof naar de wil van de Vader";"Bid tot G-d ";"To pray to G-d";"CCA7";"Pray in faith according to the wil of the Father";;;;;;"Those who say, 'It can't be done,' are usually interrupted by others doing it.";"Joel A. Barker"
30;"Luk 9:18";"positive";;"Jesus";"example";"Prayer Commands";;;;;;;;;;;;
30;"Luk 9:28";"positive";;"Jesus";"example";"Prayer Commands";;;;;;;;;;;;
30;"Luk 11:1-4";"positive";;"Jesus";"duplicate";"Prayer Commands";;;;;;;;;;;;
30;"Mat 5:44";"positive";;"Jesus";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"Luk 6:28";"positive";;"Jesus";"duplicate";"Prayer Commands";;;;;;;;;;;;
30;"Luk 23:34";"positive";;"Jesus";"example";"Prayer Commands";;;;;;;;;;;;
30;"Han 7:59-60";"positive";;"Stephen";"example";"Prayer Commands";;;;;;;;;;;;
30;"1 Kor 4:13";"positive";;"Paul";"direct";"Prayer Commands";;;;;;;;;;;;
30;"Mat 14:24-33";"both";;"Jesus";"study";"Prayer Commands";;;;;;;;;;;;
30;"Mat 15:22-28";"positive";;"Jesus";"study";"Prayer Commands";;;;;;;;;;;;
30;"Mat 17:19-20";"positive";;"Jesus";"duplicate";"Prayer Commands";;;;;;;;;;;;
30;"Mat 21:21";"positive";;"Jesus";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"Luk 17:5-6";"positive";;"Jesus";"direct";"Prayer Commands";;;;;;;;;;;;
30;"Mar 4:40";"negative";;"Jesus";"example";"Prayer Commands";;;;;;;;;;;;
30;"Mar 5:35-36";"positive";;"Jesus";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"Mar 9:23-24";"positive";;"Jesus";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"Mar 10:52";"positive";;"Jesus";"example";"Prayer Commands";;;;;;;;;;;;
30;"Joh 14:12-14";"positive";;"Jesus";"direct";"Prayer Commands";;;;;;;;;;;;
30;"Luk 7:6-10";"positive";;"A centurion";"example";"Prayer Commands";;;;;;;;;;;;
30;"Luk 8:48";"positive";;"Jesus";"duplicate";"Prayer Commands";;;;;;;;;;;;
30;"Mat 7:7-8";"positive";;"Jesus";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"Luk 11:13";"positive";;"Jesus";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"1 Kon 8:29";"positive";;"Solomon";"direct";"Prayer Commands";;;;;;;;;;;;
30;"Mar 11:24";"positive";;"Jesus";"duplicate";"Prayer Commands";;;;;;;;;;;;
30;"Joh 5:19-20";"positive";;"Jesus";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"Joh 15:7";"positive";;"Jesus";"direct";"Prayer Commands";;;;;;;;;;;;
30;"Joh 16:23-24";"positive";;"Jesus";"direct";"Prayer Commands";;;;;;;;;;;;
30;"Jak 1:5-7";"both";;"James";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"1 Joh 3:22";"positive";;"John";"direct";"Prayer Commands";;;;;;;;;;;;
30;"1 Joh 5:14";"positive";;"John";"direct";"Prayer Commands";;;;;;;;;;;;
30;"Kol 4:12";"positive";;"Epaphras";"example";"Prayer Commands";;;;;;;;;;;;
30;"Luk 18:1-8";"both";;"Jesus";"study";"Prayer Commands";;;;;;;;;;;;
30;"2 Kon 19:15-19";"positive";;"Hezekiah";"example";"Prayer Commands";;;;;;;;;;;;
30;"Han 1:14";"positive";;"Many disciples (men and woman)";"example";"Prayer Commands";;;;;;;;;;;;
30;"Deut 6:13";"positive";"CCA7";"Moses";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"Ex 23:25";"positive";"CCA7";"Moses";"indirect";"Prayer Commands";;;;;;;;;;;;
30;"Rom 8:26";"positive";;"Paul";"indirect";"False Teachers Commands";;;;;;;;;;;;
31;"Mat 6:12-15";"both";;"Jesus";"primary";"Relationship Commands";"Als u de mensen hun overtredingen vergeeft, zal uw hemelse Vader u ook vergeven";;;;"If ye forgive men their trespasses, your heavenly Father will also forgive you";;;;;"Are we willing to give up our rights for reconciliation out of love for Jesus, the Father and the other?";"Forgiveness is not an emotion. It is an act of the will.";"Corrie ten Boom"
31;"Mar 11:25";"positive";;"Jesus";"example";"Relationship Commands";;;;;;;;;;"Are we willing to step into a conflict and be accountable for love for Jesus, the Father and the other and to ask forgiveness for all guilt in which we do or do not participate?";;
31;"Kol 3:13";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;"Are we prepared, out of love for Jesus, the Father and the other, to do what is necessary so that a relationship can be restored, to give satisfaction so that complete reconciliation becomes possible?";;
31;"Mat 5:21-26";"both";;"Jesus";"example";"Relationship Commands";;;;;;;;;;"Are we willing to forgive the other out of love for Jesus, the Father and the other, regardless of whether or not the other asks for forgiveness?";;
31;"Mat 18:21-35";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
31;"2 Kor 2:10";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
31;"Ef 4:31-32";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
31;"Luk 6:37";"positive";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
31;"Luk 11:4";"positive";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
31;"Luk 17:3-4";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
31;"Joh 20:23";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
31;"2 Kron 7:14";"positive";;"HEERE";"direct";"Relationship Commands";;;;;;;;;;;;
32;"Mat 6:16-18";"positive";;"Jesus";"primary";"Prayer Commands";"Vast regelmatig";"Vast op Yom Kippur (Grote Verzoendag)";"To fast on Yom Kippur";"CCA32";"Fast regularly";;;;;"Do you apply regular fasting in your life?";"Physical obedience brings spiritual release";"A & O Productions"
32;"Jes 58:6";"positive";;"Jesus";"direct";"Prayer Commands";;;;;;;;;;;;
32;"Luk 2:37";"positive";;"Anna (a prophetess)";"example";"Prayer Commands";;;;;;;;;;;;
32;"Luk 5:35";"positive";;"Jesus";"direct";"Prayer Commands";;;;;;;;;;;;
32;"Han 13:2-3";"positive";;"People from Antioch";"direct";"Prayer Commands";;;;;;;;;;;;
32;"Mat 9:15";"positive";;"Jesus";"direct";"Prayer Commands";;;;;;;;;;;;
32;"Mat 17:21";"positive";;"Jesus";"duplicate";"Prayer Commands";;;;;;;;;;;;
32;"Mar 2:18-20";"positive";;"Jesus";"duplicate";"Prayer Commands";;;;;;;;;;;;
32;"Mar 9:28-29";"positive";;"Jesus";"indirect";"Prayer Commands";;;;;;;;;;;;
32;"Han 10:30-31";"positive";;"Cornelius";"example";"Prayer Commands";;;;;;;;;;;;
32;"Lev 23:27";"positive";"CCA32";"Moses";"indirect";"Prayer Commands";;;;;;;;;;;;
32;"2 Kro 20:2-4";"positive";;"Jehoshaphat";"example";"Prayer Commands";;;;;;;;;;;;
32;"Han 14:23";"positive";;"Paul and Barnabas";"example";"Prayer Commands";;;;;;;;;;;;
33;"Mat 6:19-21";"positive";;"Jesus";"primary";"Discipleship Commands";"Verzamel schatten voor u in de hemel";"Oordeel (voer de wet uit in zaken van koop en verkoop)";"To adjudicate cases of purchase and sale";"CCA67";"Lay up for yourselves treasures in heaven";;;;;"What are your treasures?";"If you keep doing what you did, you will keep getting what you always got";"Maarten Bruynes"
33;"Spr 23:4";"negative";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
33;"Jak 5:1-3";"negative";;"James";"direct";"Discipleship Commands";;;;;;;;;;;;
33;"Mat 19:21";"positive";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
33;"Luk 18:22";"positive";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
33;"Mat 12:34-35";"both";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
33;"Mat 23:3-4";"negative";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
33;"Luk 6:45";"both";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
33;"Luk 12:33-34";"positive";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
33;"Luk 16:13";"negative";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
33;"Lev 25:14";"positive";"CCA67";"Moses";"indirect";"Discipleship Commands";;;;;;;;;;;;
33;"Ps 62:11";"negative";;"David";"indirect";"Discipleship Commands";;;;;;;;;;;;
